english,hindi,punjabi
she am building data science tomorrow.,वह डेटा साइंस बना रहा हूँ कल।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
i studied a translation system quickly.,मैं एक अनुवाद प्रणाली अध्ययन किया जल्दी।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਅਧਿਐਨ ਕੀਤਾ ਜਲਦੀ।
they am building artificial intelligence carefully.,वे कृत्रिम बुद्धिमत्ता बना रहा हूँ ध्यान से।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਬਣਾ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
he am reading artificial intelligence carefully.,वह कृत्रिम बुद्धिमत्ता पढ़ रहा हूँ ध्यान से।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
the teacher am studying the lesson tomorrow.,शिक्षक पाठ पढ़ाई कर रहा हूँ कल।,ਅਧਿਆਪक ਪਾਠ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
the student learned the lesson at home.,छात्र पाठ सीखा घर पर।,ਵਿਦਿਆਰਥੀ ਪਾਠ ਸਿੱਖਿਆ ਘਰ ਵਿੱਚ।
the teacher studied data science quickly.,शिक्षक डेटा साइंस अध्ययन किया जल्दी।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਅਧਿਐਨ ਕੀਤਾ ਜਲਦੀ।
they am writing artificial intelligence at university.,वे कृत्रिम बुद्धिमत्ता लिख रहा हूँ विश्वविद्यालय में।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
we am reading machine learning at university.,हम मशीन लर्निंग पढ़ रहा हूँ विश्वविद्यालय में।,ਅਸੀਂ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
they studied data science at university.,वे डेटा साइंस अध्ययन किया विश्वविद्यालय में।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਅਧਿਐਨ ਕੀਤਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
the student will build data science today.,छात्र डेटा साइंस बनाऊँगा आज।,ਵਿਦਿਆਰਥੀ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਂਗਾ ਅੱਜ।
my friend built data science at university.,मेरा दोस्त डेटा साइंस बनाया विश्वविद्यालय में।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਇਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
they will build the lesson at home.,वे पाठ बनाऊँगा घर पर।,ਉਹ ਪਾਠ ਬਣਾਂਗਾ ਘਰ ਵਿੱਚ।
we am reading machine learning carefully.,हम मशीन लर्निंग पढ़ रहा हूँ ध्यान से।,ਅਸੀਂ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਧਿਆਨ ਨਾਲ।
the student built a book tomorrow.,छात्र एक किताब बनाया कल।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਕਿਤਾਬ ਬਣਾਇਆ ਕੱਲ੍ਹ।
she will learn data science at home.,वह डेटा साइंस सीखूँगा घर पर।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
i read machine learning quickly.,मैं मशीन लर्निंग पढ़ा जल्दी।,ਮੈਂ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਿਆ ਜਲਦੀ।
i wrote artificial intelligence quickly.,मैं कृत्रिम बुद्धिमत्ता लिखा जल्दी।,ਮੈਂ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਲਿਖਿਆ ਜਲਦੀ।
the student will read a translation system at university.,छात्र एक अनुवाद प्रणाली पढ़ूँगा विश्वविद्यालय में।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਪੜ੍ਹਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
we built data science carefully.,हम डेटा साइंस बनाया ध्यान से।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਇਆ ਧਿਆਨ ਨਾਲ।
the teacher will write the lesson quickly.,शिक्षक पाठ लिखूँगा जल्दी।,ਅਧਿਆਪक ਪਾਠ ਲਿਖਾਂਗਾ ਜਲਦੀ।
she wrote a translation system tomorrow.,वह एक अनुवाद प्रणाली लिखा कल।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਲਿਖਿਆ ਕੱਲ੍ਹ।
my friend studied machine learning at home.,मेरा दोस्त मशीन लर्निंग अध्ययन किया घर पर।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਅਧਿਐਨ ਕੀਤਾ ਘਰ ਵਿੱਚ।
he will study a translation system today.,वह एक अनुवाद प्रणाली अध्ययन करूँगा आज।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਅਧਿਐਨ ਕਰਾਂਗਾ ਅੱਜ।
my friend am reading data science at home.,मेरा दोस्त डेटा साइंस पढ़ रहा हूँ घर पर।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
the teacher studied a book at university.,शिक्षक एक किताब अध्ययन किया विश्वविद्यालय में।,ਅਧਿਆਪक ਇੱਕ ਕਿਤਾਬ ਅਧਿਐਨ ਕੀਤਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
i will learn the lesson carefully.,मैं पाठ सीखूँगा ध्यान से।,ਮੈਂ ਪਾਠ ਸਿੱਖਾਂਗਾ ਧਿਆਨ ਨਾਲ।
i wrote a translation system tomorrow.,मैं एक अनुवाद प्रणाली लिखा कल।,ਮੈਂ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਲਿਖਿਆ ਕੱਲ੍ਹ।
my friend am building the lesson quickly.,मेरा दोस्त पाठ बना रहा हूँ जल्दी।,ਮੇਰਾ ਦੋਸਤ ਪਾਠ ਬਣਾ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
i am reading data science quickly.,मैं डेटा साइंस पढ़ रहा हूँ जल्दी।,ਮੈਂ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
my friend will read data science at home.,मेरा दोस्त डेटा साइंस पढ़ूँगा घर पर।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਾਂਗਾ ਘਰ ਵਿੱਚ।
we will study a book tomorrow.,हम एक किताब अध्ययन करूँगा कल।,ਅਸੀਂ ਇੱਕ ਕਿਤਾਬ ਅਧਿਐਨ ਕਰਾਂਗਾ ਕੱਲ੍ਹ।
he read machine learning at university.,वह मशीन लर्निंग पढ़ा विश्वविद्यालय में।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
my friend wrote machine learning carefully.,मेरा दोस्त मशीन लर्निंग लिखा ध्यान से।,ਮੇਰਾ ਦੋਸਤ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਿਆ ਧਿਆਨ ਨਾਲ।
we will write data science carefully.,हम डेटा साइंस लिखूँगा ध्यान से।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਲਿਖਾਂਗਾ ਧਿਆਨ ਨਾਲ।
she will learn a translation system at university.,वह एक अनुवाद प्रणाली सीखूँगा विश्वविद्यालय में।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਸਿੱਖਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
she built data science quickly.,वह डेटा साइंस बनाया जल्दी।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਇਆ ਜਲਦੀ।
the teacher will learn artificial intelligence at home.,शिक्षक कृत्रिम बुद्धिमत्ता सीखूँगा घर पर।,ਅਧਿਆਪक ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖਾਂਗਾ ਘਰ ਵਿੱਚ।
my friend read data science tomorrow.,मेरा दोस्त डेटा साइंस पढ़ा कल।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਿਆ ਕੱਲ੍ਹ।
the teacher will learn the lesson today.,शिक्षक पाठ सीखूँगा आज।,ਅਧਿਆਪक ਪਾਠ ਸਿੱਖਾਂਗਾ ਅੱਜ।
they wrote machine learning tomorrow.,वे मशीन लर्निंग लिखा कल।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਿਆ ਕੱਲ੍ਹ।
they built the lesson at university.,वे पाठ बनाया विश्वविद्यालय में।,ਉਹ ਪਾਠ ਬਣਾਇਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
i am building a book tomorrow.,मैं एक किताब बना रहा हूँ कल।,ਮੈਂ ਇੱਕ ਕਿਤਾਬ ਬਣਾ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
my friend am reading a book tomorrow.,मेरा दोस्त एक किताब पढ़ रहा हूँ कल।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
she am building a book at home.,वह एक किताब बना रहा हूँ घर पर।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਬਣਾ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
she am building data science quickly.,वह डेटा साइंस बना रहा हूँ जल्दी।,ਉਹ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾ ਰਿਹਾ ਹਾਂ ਜਲਦੀ।
he am studying a translation system today.,वह एक अनुवाद प्रणाली पढ़ाई कर रहा हूँ आज।,ਉਹ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਅੱਜ।
they read a book carefully.,वे एक किताब पढ़ा ध्यान से।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਪੜ੍ਹਿਆ ਧਿਆਨ ਨਾਲ।
my friend am reading a project today.,मेरा दोस्त एक परियोजना पढ़ रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the teacher am writing a book at home.,शिक्षक एक किताब लिख रहा हूँ घर पर।,ਅਧਿਆਪक ਇੱਕ ਕਿਤਾਬ ਲਿਖ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
the teacher studied artificial intelligence at university.,शिक्षक कृत्रिम बुद्धिमत्ता अध्ययन किया विश्वविद्यालय में।,ਅਧਿਆਪक ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਅਧਿਐਨ ਕੀਤਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
the student read the lesson today.,छात्र पाठ पढ़ा आज।,ਵਿਦਿਆਰਥੀ ਪਾਠ ਪੜ੍ਹਿਆ ਅੱਜ।
she will write machine learning quickly.,वह मशीन लर्निंग लिखूँगा जल्दी।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਾਂਗਾ ਜਲਦੀ।
he will read machine learning carefully.,वह मशीन लर्निंग पढ़ूँगा ध्यान से।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਂਗਾ ਧਿਆਨ ਨਾਲ।
the student wrote machine learning today.,छात्र मशीन लर्निंग लिखा आज।,ਵਿਦਿਆਰਥੀ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਲਿਖਿਆ ਅੱਜ।
my friend built a book quickly.,मेरा दोस्त एक किताब बनाया जल्दी।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਕਿਤਾਬ ਬਣਾਇਆ ਜਲਦੀ।
the teacher learned the lesson at home.,शिक्षक पाठ सीखा घर पर।,ਅਧਿਆਪक ਪਾਠ ਸਿੱਖਿਆ ਘਰ ਵਿੱਚ।
she will write a book quickly.,वह एक किताब लिखूँगा जल्दी।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਲਿਖਾਂਗਾ ਜਲਦੀ।
the student learned a translation system at university.,छात्र एक अनुवाद प्रणाली सीखा विश्वविद्यालय में।,ਵਿਦਿਆਰਥੀ ਇੱਕ ਅਨੁਵਾਦ ਪ੍ਰਣਾਲੀ ਸਿੱਖਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
my friend am writing data science at home.,मेरा दोस्त डेटा साइंस लिख रहा हूँ घर पर।,ਮੇਰਾ ਦੋਸਤ ਡਾਟਾ ਸਾਇੰਸ ਲਿਖ ਰਿਹਾ ਹਾਂ ਘਰ ਵਿੱਚ।
he will learn artificial intelligence tomorrow.,वह कृत्रिम बुद्धिमत्ता सीखूँगा कल।,ਉਹ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਸਿੱਖਾਂਗਾ ਕੱਲ੍ਹ।
the teacher am reading data science today.,शिक्षक डेटा साइंस पढ़ रहा हूँ आज।,ਅਧਿਆਪक ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹ ਰਿਹਾ ਹਾਂ ਅੱਜ।
the student read artificial intelligence carefully.,छात्र कृत्रिम बुद्धिमत्ता पढ़ा ध्यान से।,ਵਿਦਿਆਰਥੀ ਕ੍ਰਿਤ੍ਰਿਮ ਬੁੱਧੀ ਪੜ੍ਹਿਆ ਧਿਆਨ ਨਾਲ।
i will read data science carefully.,मैं डेटा साइंस पढ़ूँगा ध्यान से।,ਮੈਂ ਡਾਟਾ ਸਾਇੰਸ ਪੜ੍ਹਾਂਗਾ ਧਿਆਨ ਨਾਲ।
they will learn a book today.,वे एक किताब सीखूँगा आज।,ਉਹ ਇੱਕ ਕਿਤਾਬ ਸਿੱਖਾਂਗਾ ਅੱਜ।
they will read machine learning at university.,वे मशीन लर्निंग पढ़ूँगा विश्वविद्यालय में।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
he read a project tomorrow.,वह एक परियोजना पढ़ा कल।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹਿਆ ਕੱਲ੍ਹ।
we will study data science quickly.,हम डेटा साइंस अध्ययन करूँगा जल्दी।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਅਧਿਐਨ ਕਰਾਂਗਾ ਜਲਦੀ।
the student wrote data science today.,छात्र डेटा साइंस लिखा आज।,ਵਿਦਿਆਰਥੀ ਡਾਟਾ ਸਾਇੰਸ ਲਿਖਿਆ ਅੱਜ।
my friend am learning a project today.,मेरा दोस्त एक परियोजना सीख रहा हूँ आज।,ਮੇਰਾ ਦੋਸਤ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਸਿੱਖ ਰਿਹਾ ਹਾਂ ਅੱਜ।
they am studying machine learning tomorrow.,वे मशीन लर्निंग पढ़ाई कर रहा हूँ कल।,ਉਹ ਮਸ਼ੀਨ ਲਰਨਿੰਗ ਪੜ੍ਹਾਈ ਕਰ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
i learned a project carefully.,मैं एक परियोजना सीखा ध्यान से।,ਮੈਂ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਸਿੱਖਿਆ ਧਿਆਨ ਨਾਲ।
they read a project at university.,वे एक परियोजना पढ़ा विश्वविद्यालय में।,ਉਹ ਇੱਕ ਪ੍ਰੋਜੈਕਟ ਪੜ੍ਹਿਆ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
we learned data science today.,हम डेटा साइंस सीखा आज।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਸਿੱਖਿਆ ਅੱਜ।
we will build data science at university.,हम डेटा साइंस बनाऊँगा विश्वविद्यालय में।,ਅਸੀਂ ਡਾਟਾ ਸਾਇੰਸ ਬਣਾਂਗਾ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ।
i am building the lesson tomorrow.,मैं पाठ बना रहा हूँ कल।,ਮੈਂ ਪਾਠ ਬਣਾ ਰਿਹਾ ਹਾਂ ਕੱਲ੍ਹ।
